id_student,gender,region,entrance_result,num_of_prev_attempts,studied_credits,disability,final_result
188278,1,5,0,-0.34587261160176874,0.9899499543931768,0,3
189879,1,1,0,-0.34587261160176874,0.9899499543931768,0,2
192183,0,8,2,-0.34587261160176874,-0.47251610696173535,0,2
195262,1,5,0,-0.34587261160176874,-0.47251610696173535,0,3
200860,1,5,2,-0.34587261160176874,-0.47251610696173535,0,2
202635,0,10,0,-0.34587261160176874,-0.47251610696173535,0,3
205350,1,8,1,-0.34587261160176874,-0.47251610696173535,0,2
205719,1,0,0,-0.34587261160176874,0.25871692371572075,1,1
227499,0,5,0,-0.34587261160176874,-0.47251610696173535,0,0
227517,1,9,1,-0.34587261160176874,2.452416015748089,0,1
228082,1,5,1,-0.34587261160176874,-0.47251610696173535,0,2
228222,1,6,2,-0.34587261160176874,-0.47251610696173535,0,2
229179,1,7,0,-0.34587261160176874,-0.47251610696173535,0,2
229361,1,6,0,-0.34587261160176874,-0.47251610696173535,0,2
231554,1,5,0,-0.34587261160176874,3.9148820771030013,0,2
235507,1,5,0,-0.34587261160176874,3.9148820771030013,0,3
236284,1,1,4,-0.34587261160176874,-0.47251610696173535,0,2
238007,1,7,1,-0.34587261160176874,-0.47251610696173535,0,2
240712,1,5,1,-0.34587261160176874,0.0149725801565687,0,2
240884,1,7,0,-0.34587261160176874,0.9899499543931768,0,2
241649,1,0,1,-0.34587261160176874,-0.47251610696173535,0,2
241729,0,6,1,-0.34587261160176874,-0.47251610696173535,0,1
242793,1,5,1,-0.34587261160176874,-0.47251610696173535,0,2
246834,1,8,0,-0.34587261160176874,-0.47251610696173535,0,2
248270,1,2,2,-0.34587261160176874,0.25871692371572075,0,2
255548,1,10,2,-0.34587261160176874,-0.47251610696173535,0,2
256815,1,2,1,-0.34587261160176874,0.9899499543931768,0,2
258392,0,7,2,-0.34587261160176874,-0.47251610696173535,0,2
258894,0,0,2,-0.34587261160176874,-0.47251610696173535,0,2
260355,0,5,0,-0.34587261160176874,-0.47251610696173535,0,3
262011,1,6,0,-0.34587261160176874,-0.47251610696173535,0,2
262934,0,2,0,-0.34587261160176874,-0.47251610696173535,0,2
268073,1,0,0,-0.34587261160176874,0.25871692371572075,0,1
268733,1,0,0,-0.34587261160176874,2.452416015748089,0,3
271251,1,1,0,-0.34587261160176874,-0.47251610696173535,0,2
277880,0,4,0,-0.34587261160176874,-0.47251610696173535,0,3
279572,1,5,2,-0.34587261160176874,-0.47251610696173535,0,0
281022,0,1,0,-0.34587261160176874,1.721182985070633,0,2
281250,1,10,2,-0.34587261160176874,-0.47251610696173535,0,1
281589,1,2,1,-0.34587261160176874,-0.47251610696173535,0,1
282821,1,8,0,-0.34587261160176874,-0.47251610696173535,0,2
286488,1,4,0,-0.34587261160176874,-0.47251610696173535,0,2
287548,1,0,0,-0.34587261160176874,0.9899499543931768,0,2
290201,1,10,0,-0.34587261160176874,-0.47251610696173535,0,2
290757,1,2,0,-0.34587261160176874,-0.47251610696173535,0,2
291334,1,4,0,-0.34587261160176874,-0.47251610696173535,0,0
292923,0,4,0,-0.34587261160176874,2.452416015748089,0,3
293699,1,6,0,-0.34587261160176874,0.9899499543931768,0,2
294570,1,4,1,-0.34587261160176874,-0.47251610696173535,0,2
294594,1,4,0,-0.34587261160176874,-0.47251610696173535,0,2
295741,1,4,0,-0.34587261160176874,3.9148820771030013,0,1
296332,1,7,4,-0.34587261160176874,-0.47251610696173535,0,0
298696,0,4,1,-0.34587261160176874,-0.47251610696173535,0,2
300398,1,7,0,-0.34587261160176874,-0.47251610696173535,0,2
302302,0,0,0,-0.34587261160176874,-0.47251610696173535,0,1
305152,1,2,0,-0.34587261160176874,-0.47251610696173535,0,1
305386,1,7,0,-0.34587261160176874,0.9899499543931768,1,2
305539,0,10,2,-0.34587261160176874,0.9899499543931768,0,3
306107,1,7,0,-0.34587261160176874,0.9899499543931768,0,2
306466,1,0,0,-0.34587261160176874,-0.47251610696173535,0,2
306897,0,5,0,-0.34587261160176874,-0.47251610696173535,0,2
307061,0,6,1,-0.34587261160176874,-0.47251610696173535,0,2
307866,1,7,0,-0.34587261160176874,-0.47251610696173535,0,2
311917,1,8,0,-0.34587261160176874,0.9899499543931768,0,2
312537,1,7,4,-0.34587261160176874,-0.47251610696173535,0,0
312782,1,7,0,-0.34587261160176874,-0.47251610696173535,0,2
318933,0,0,1,-0.34587261160176874,0.9899499543931768,0,2
319047,0,6,0,-0.34587261160176874,-0.47251610696173535,0,2
321942,1,7,1,-0.34587261160176874,-0.47251610696173535,0,2
324002,1,0,1,-0.34587261160176874,-0.47251610696173535,0,2
324084,0,8,0,-0.34587261160176874,-0.47251610696173535,0,2
324282,1,4,0,-0.34587261160176874,0.9899499543931768,0,2
331358,0,7,1,-0.34587261160176874,-0.47251610696173535,0,3
332789,0,0,0,-0.34587261160176874,-0.47251610696173535,0,2
333059,1,1,0,-0.34587261160176874,0.9899499543931768,0,2
333323,1,1,1,-0.34587261160176874,-0.47251610696173535,0,2
334259,0,5,0,-0.34587261160176874,1.721182985070633,0,1
334333,0,8,0,-0.34587261160176874,3.9148820771030013,1,3
335764,0,4,0,-0.34587261160176874,-0.47251610696173535,0,3
336207,1,0,0,-0.34587261160176874,0.9899499543931768,0,2
339972,1,3,0,-0.34587261160176874,-0.47251610696173535,0,2
341872,1,0,2,-0.34587261160176874,2.452416015748089,0,1
342007,0,7,1,-0.34587261160176874,-0.47251610696173535,0,3
342514,1,1,2,-0.34587261160176874,-0.47251610696173535,0,2
342972,1,5,1,-0.34587261160176874,-0.47251610696173535,0,2
343446,1,9,1,-0.34587261160176874,0.9899499543931768,0,2
344282,1,5,0,-0.34587261160176874,-0.47251610696173535,0,1
345068,1,0,0,-0.34587261160176874,2.452416015748089,1,2
345357,1,5,0,-0.34587261160176874,-0.47251610696173535,0,0
346025,1,0,0,-0.34587261160176874,0.9899499543931768,0,2
346843,0,1,1,-0.34587261160176874,0.9899499543931768,0,1
350188,1,2,1,-0.34587261160176874,-0.47251610696173535,0,2
354858,1,7,1,-0.34587261160176874,0.9899499543931768,0,3
357668,1,5,0,-0.34587261160176874,-0.47251610696173535,0,1
364177,1,0,2,-0.34587261160176874,-0.47251610696173535,0,1
365244,0,5,0,-0.34587261160176874,0.9899499543931768,0,2
365642,1,0,2,-0.34587261160176874,-0.47251610696173535,0,2
366483,1,8,1,-0.34587261160176874,-0.47251610696173535,0,2
368194,0,8,0,-0.34587261160176874,0.9899499543931768,1,2
368824,1,10,1,-0.34587261160176874,0.9899499543931768,0,1
368963,1,5,2,-0.34587261160176874,2.452416015748089,0,2
376439,1,3,1,-0.34587261160176874,-0.47251610696173535,0,0
376581,0,7,0,-0.34587261160176874,-0.47251610696173535,0,2
380953,1,6,0,-0.34587261160176874,-0.47251610696173535,0,2
383254,1,5,0,-0.34587261160176874,0.9899499543931768,0,2
386924,1,9,2,-0.34587261160176874,0.9899499543931768,0,2
386952,1,5,0,-0.34587261160176874,0.9899499543931768,0,2
388722,0,5,2,-0.34587261160176874,-0.47251610696173535,0,2
388885,1,8,0,-0.34587261160176874,-0.47251610696173535,0,2
390890,1,1,0,-0.34587261160176874,0.25871692371572075,0,3
392756,1,7,0,-0.34587261160176874,0.9899499543931768,0,1
392931,0,2,0,-0.34587261160176874,0.9899499543931768,0,2
393207,1,2,0,-0.34587261160176874,-0.47251610696173535,0,2
396872,1,5,1,-0.34587261160176874,2.452416015748089,0,2
398552,1,5,2,-0.34587261160176874,3.9148820771030013,0,1
401869,0,4,2,-0.34587261160176874,-0.47251610696173535,0,2
402470,1,8,2,-0.34587261160176874,-0.47251610696173535,0,2
404804,1,10,2,-0.34587261160176874,0.9899499543931768,0,2
405088,1,3,0,-0.34587261160176874,0.9899499543931768,0,2
405961,1,1,0,-0.34587261160176874,3.9148820771030013,1,3
414117,1,5,0,-0.34587261160176874,0.9899499543931768,0,2
415969,1,7,1,-0.34587261160176874,0.25871692371572075,0,3
420087,1,1,0,-0.34587261160176874,-0.47251610696173535,1,1
429958,0,2,0,-0.34587261160176874,-0.47251610696173535,0,2
441018,0,4,0,-0.34587261160176874,1.721182985070633,0,2
441888,1,5,0,-0.34587261160176874,0.9899499543931768,0,2
442442,1,8,1,-0.34587261160176874,0.9899499543931768,0,3
444677,1,5,1,-0.34587261160176874,-0.47251610696173535,0,0
470588,1,4,1,-0.34587261160176874,-0.47251610696173535,0,3
489455,0,8,0,-0.34587261160176874,-0.47251610696173535,0,2
494424,0,3,0,-0.34587261160176874,-0.47251610696173535,0,1
495284,1,4,1,-0.34587261160176874,0.9899499543931768,0,2
498857,1,2,1,-0.34587261160176874,-0.47251610696173535,0,2
508818,1,5,0,-0.34587261160176874,0.9899499543931768,0,2
512460,1,4,1,-0.34587261160176874,0.9899499543931768,0,2
544103,1,2,1,-0.34587261160176874,0.9899499543931768,0,2
550383,1,4,1,-0.34587261160176874,-0.47251610696173535,0,2
564450,1,7,1,-0.34587261160176874,0.9899499543931768,0,1
568601,0,1,1,-0.34587261160176874,-0.47251610696173535,0,3
572652,1,7,1,-0.34587261160176874,0.9899499543931768,0,2
580389,1,9,1,-0.34587261160176874,0.9899499543931768,0,2
581129,1,0,0,-0.34587261160176874,0.9899499543931768,0,1
588775,1,8,0,-0.34587261160176874,0.9899499543931768,0,2
591774,1,7,4,-0.34587261160176874,-0.47251610696173535,0,2
603861,1,3,1,-0.34587261160176874,-0.47251610696173535,0,3
606143,1,1,4,-0.34587261160176874,-0.47251610696173535,0,1
704156,1,7,1,-0.34587261160176874,0.9899499543931768,0,2
705379,1,7,0,-0.34587261160176874,0.9899499543931768,0,0
721259,0,7,2,-0.34587261160176874,0.9899499543931768,0,3
749412,1,7,2,-0.34587261160176874,-0.47251610696173535,0,2
760729,1,7,0,-0.34587261160176874,-0.47251610696173535,0,0
905042,0,0,0,-0.34587261160176874,-0.47251610696173535,0,2
949618,0,8,0,-0.34587261160176874,-0.47251610696173535,0,2
958987,1,2,1,-0.34587261160176874,-0.47251610696173535,0,2
968578,0,0,0,-0.34587261160176874,-0.47251610696173535,0,2
969076,1,8,0,-0.34587261160176874,2.452416015748089,0,3
971027,0,7,1,-0.34587261160176874,-0.47251610696173535,0,2
978739,1,7,1,-0.34587261160176874,-0.47251610696173535,0,2
1035023,0,5,2,-0.34587261160176874,-0.47251610696173535,0,2
1105478,1,1,1,-0.34587261160176874,-0.47251610696173535,0,2
1352868,1,5,0,-0.34587261160176874,-0.47251610696173535,0,3
1401935,1,7,0,-0.34587261160176874,-0.47251610696173535,0,1
1402638,0,6,1,-0.34587261160176874,-0.47251610696173535,0,2
1414443,0,5,0,-0.34587261160176874,0.9899499543931768,0,1
1456619,1,8,0,-0.34587261160176874,-0.47251610696173535,0,3
1465690,1,7,1,-0.34587261160176874,0.9899499543931768,0,2
1472925,0,0,2,-0.34587261160176874,-0.47251610696173535,1,1
1488959,1,5,0,-0.34587261160176874,-0.47251610696173535,0,2
1518989,0,4,2,-0.34587261160176874,-0.47251610696173535,0,2
1618738,1,5,2,-0.34587261160176874,-0.47251610696173535,0,2
1620151,1,7,1,-0.34587261160176874,-0.47251610696173535,0,1
1626710,1,2,0,-0.34587261160176874,-0.47251610696173535,0,0
1640609,1,7,0,-0.34587261160176874,-0.47251610696173535,0,2
1686521,0,2,2,-0.34587261160176874,-0.47251610696173535,0,3
1729319,0,1,1,-0.34587261160176874,-0.47251610696173535,0,2
1746134,1,0,0,-0.34587261160176874,-0.47251610696173535,0,2
1758449,1,7,2,-0.34587261160176874,-0.10689959162300731,0,3
1763015,0,1,0,-0.34587261160176874,-0.47251610696173535,0,3
1765788,1,4,1,-0.34587261160176874,-0.47251610696173535,0,2
1801229,1,9,1,-0.34587261160176874,-0.47251610696173535,0,2
1801641,1,1,0,-0.34587261160176874,-0.47251610696173535,0,2
1847830,1,8,2,-0.34587261160176874,-0.47251610696173535,0,2
1860318,1,8,2,-0.34587261160176874,5.377348138457913,1,2
1889511,1,5,0,-0.34587261160176874,-0.47251610696173535,0,2
1889577,0,7,0,-0.34587261160176874,-0.47251610696173535,1,2
1894188,0,6,0,-0.34587261160176874,-0.47251610696173535,0,2
1938355,1,7,0,-0.34587261160176874,-0.47251610696173535,0,2
1942396,0,0,2,-0.34587261160176874,0.9899499543931768,1,2
1970390,1,7,2,-0.34587261160176874,-0.47251610696173535,0,3
1976139,1,9,2,-0.34587261160176874,0.9899499543931768,0,2
2011876,0,0,0,-0.34587261160176874,-0.47251610696173535,1,2
2012966,1,2,2,-0.34587261160176874,-0.47251610696173535,0,2
2051699,0,8,2,-0.34587261160176874,-0.47251610696173535,0,2
2062879,0,0,0,-0.34587261160176874,-0.47251610696173535,0,1
2065691,1,5,0,-0.34587261160176874,6.10858116913537,1,3
2073016,0,5,2,-0.34587261160176874,-0.47251610696173535,0,3
2080474,0,7,0,-0.34587261160176874,-0.47251610696173535,0,2
2083877,0,7,0,-0.34587261160176874,0.9899499543931768,0,2
2084066,0,8,2,-0.34587261160176874,-0.47251610696173535,0,1
2104505,1,7,2,-0.34587261160176874,-0.47251610696173535,0,2
2122180,0,2,2,-0.34587261160176874,-0.47251610696173535,0,0
2139353,1,5,0,-0.34587261160176874,0.9899499543931768,0,3
2143752,0,7,2,-0.34587261160176874,-0.47251610696173535,0,2
2146792,1,2,1,-0.34587261160176874,-0.47251610696173535,0,2
2149225,1,1,0,-0.34587261160176874,-0.47251610696173535,1,3
2153153,0,5,0,-0.34587261160176874,-0.47251610696173535,0,2
2155014,0,7,2,-0.34587261160176874,-0.47251610696173535,1,2
2164705,0,2,0,-0.34587261160176874,0.9899499543931768,0,1
2171627,0,5,0,-0.34587261160176874,-0.47251610696173535,0,2
2182846,0,5,0,-0.34587261160176874,-0.47251610696173535,0,2
2194100,0,0,0,-0.34587261160176874,-0.47251610696173535,0,2
2197016,0,2,1,-0.34587261160176874,-0.47251610696173535,0,2
2208424,1,1,0,-0.34587261160176874,-0.47251610696173535,0,2
2229865,0,7,0,-0.34587261160176874,-0.47251610696173535,0,2
2255601,0,7,0,-0.34587261160176874,0.9899499543931768,0,3
2268379,0,6,0,-0.34587261160176874,-0.47251610696173535,0,2
2278464,1,7,2,-0.34587261160176874,-0.47251610696173535,0,2
2293923,1,7,0,-0.34587261160176874,1.721182985070633,0,2
2312620,0,6,1,-0.34587261160176874,-0.47251610696173535,0,3
2318055,1,10,0,-0.34587261160176874,-0.47251610696173535,0,3
2324976,0,1,1,-0.34587261160176874,-0.47251610696173535,0,3
2329342,0,0,2,-0.34587261160176874,0.9899499543931768,0,2
2339528,0,5,2,-0.34587261160176874,-0.47251610696173535,0,0
2342426,1,5,2,-0.34587261160176874,-0.47251610696173535,0,1
2344901,0,5,0,-0.34587261160176874,-0.47251610696173535,0,1
2358056,0,3,1,-0.34587261160176874,-0.47251610696173535,0,1
2358969,0,0,0,-0.34587261160176874,2.452416015748089,0,3
2364471,0,1,1,-0.34587261160176874,-0.47251610696173535,1,2
2365101,1,4,1,-0.34587261160176874,5.377348138457913,0,3
2367155,0,0,0,-0.34587261160176874,0.9899499543931768,0,2
2369266,0,5,2,-0.34587261160176874,-0.47251610696173535,0,2
2376496,0,6,0,-0.34587261160176874,0.9899499543931768,0,2
2391984,1,7,0,-0.34587261160176874,-0.47251610696173535,0,3
2411661,0,7,0,-0.34587261160176874,0.9899499543931768,0,1
2411778,1,1,1,-0.34587261160176874,0.9899499543931768,0,3
2412002,1,8,2,-0.34587261160176874,0.25871692371572075,0,0
2412967,0,7,0,-0.34587261160176874,-0.47251610696173535,0,2
2429854,1,5,0,-0.34587261160176874,0.9899499543931768,1,3
2437837,0,3,0,-0.34587261160176874,-0.47251610696173535,0,2
2449878,0,6,0,-0.34587261160176874,-0.47251610696173535,0,2
2456480,1,1,2,-0.34587261160176874,0.9899499543931768,0,1
2457256,1,7,2,-0.34587261160176874,2.452416015748089,0,2
2458355,1,5,2,-0.34587261160176874,-0.47251610696173535,0,2
2460080,1,1,1,-0.34587261160176874,-0.47251610696173535,0,2
2461190,1,7,1,-0.34587261160176874,-0.47251610696173535,0,1
2469673,0,5,2,-0.34587261160176874,-0.47251610696173535,0,1
2470694,0,1,1,-0.34587261160176874,-0.47251610696173535,0,3
2479954,1,2,0,-0.34587261160176874,-0.47251610696173535,0,2
2481901,1,10,2,-0.34587261160176874,-0.47251610696173535,0,2
2482700,1,7,2,-0.34587261160176874,0.9899499543931768,0,2
2486127,0,0,1,-0.34587261160176874,0.9899499543931768,0,2
2498700,0,2,2,-0.34587261160176874,3.9148820771030013,0,2
2516503,1,4,1,-0.34587261160176874,-0.47251610696173535,0,2
2518069,1,6,0,-0.34587261160176874,-0.47251610696173535,0,2
2521459,0,5,2,-0.34587261160176874,-0.47251610696173535,0,2
2523736,1,2,0,-0.34587261160176874,0.9899499543931768,0,2
2529279,0,2,1,-0.34587261160176874,-0.47251610696173535,0,2
2532302,0,0,0,-0.34587261160176874,-0.47251610696173535,0,2
2536991,1,7,1,-0.34587261160176874,-0.47251610696173535,0,0
2542724,0,7,2,-0.34587261160176874,-0.47251610696173535,0,3
2550279,0,3,1,-0.34587261160176874,-0.47251610696173535,0,2
2551220,0,7,2,-0.34587261160176874,-0.47251610696173535,0,2
2552472,0,7,1,-0.34587261160176874,0.9899499543931768,0,3
2555340,0,7,1,-0.34587261160176874,-0.47251610696173535,0,2
2557283,1,5,1,-0.34587261160176874,-0.47251610696173535,0,2
2559575,1,8,2,-0.34587261160176874,-0.47251610696173535,0,2
2562034,1,0,0,-0.34587261160176874,-0.47251610696173535,0,2
2566163,0,7,0,-0.34587261160176874,-0.47251610696173535,0,2
2566592,0,7,0,-0.34587261160176874,-0.47251610696173535,0,2
2569324,1,7,0,-0.34587261160176874,0.9899499543931768,0,3
2574528,1,9,1,-0.34587261160176874,-0.47251610696173535,0,2
2574583,1,5,2,-0.34587261160176874,-0.47251610696173535,0,2
2576122,1,2,0,-0.34587261160176874,-0.47251610696173535,0,3
2578995,0,7,0,-0.34587261160176874,-0.47251610696173535,1,2
2586560,0,0,2,-0.34587261160176874,-0.47251610696173535,0,2
2594139,0,8,0,-0.34587261160176874,-0.47251610696173535,0,2
2598871,0,0,0,-0.34587261160176874,-0.47251610696173535,0,2
2599352,0,1,0,-0.34587261160176874,0.9899499543931768,0,2
2600688,1,7,0,-0.34587261160176874,-0.47251610696173535,0,2
2606098,0,6,0,-0.34587261160176874,-0.47251610696173535,0,2
2613116,0,5,2,-0.34587261160176874,-0.47251610696173535,0,2
2617002,0,5,0,-0.34587261160176874,-0.47251610696173535,0,2
2620584,1,7,0,-0.34587261160176874,-0.47251610696173535,1,1
2639449,1,6,0,-0.34587261160176874,0.9899499543931768,0,2
2639540,0,2,0,-0.34587261160176874,-0.47251610696173535,0,2
2639641,1,4,2,-0.34587261160176874,0.9899499543931768,0,2
2641155,1,6,2,-0.34587261160176874,-0.47251610696173535,0,2
2643002,0,8,0,-0.34587261160176874,-0.47251610696173535,0,2
2645733,0,8,0,-0.34587261160176874,2.452416015748089,0,2
2649826,1,0,2,-0.34587261160176874,-0.47251610696173535,0,0
2650282,1,5,0,-0.34587261160176874,-0.47251610696173535,0,2
2664024,1,4,1,-0.34587261160176874,-0.47251610696173535,0,2
2666246,1,2,0,-0.34587261160176874,-0.47251610696173535,0,2
2669816,1,5,0,-0.34587261160176874,-0.47251610696173535,0,1
2671132,1,5,1,-0.34587261160176874,-0.47251610696173535,0,2
2676809,0,3,1,-0.34587261160176874,1.721182985070633,0,1
2678643,0,7,0,-0.34587261160176874,-0.47251610696173535,0,2
2685865,0,6,2,-0.34587261160176874,-0.47251610696173535,0,2
2688067,1,0,0,-0.34587261160176874,-0.47251610696173535,0,2
2689958,1,0,0,-0.34587261160176874,-0.47251610696173535,0,0
2691206,0,7,0,-0.34587261160176874,-0.47251610696173535,0,0
2691244,1,7,0,-0.34587261160176874,2.452416015748089,0,2
2694424,1,0,0,-0.34587261160176874,0.9899499543931768,0,2
2698257,1,6,2,-0.34587261160176874,0.9899499543931768,0,2
6516,1,1,1,-0.34587261160176874,-0.47251610696173535,0,2
24734,0,7,2,-0.34587261160176874,-0.47251610696173535,0,2
26192,0,0,0,-0.34587261160176874,-0.47251610696173535,0,0
28061,1,5,2,-0.34587261160176874,-0.47251610696173535,0,2
31600,0,8,0,-0.34587261160176874,-0.47251610696173535,0,2
46844,1,3,1,-0.34587261160176874,-0.47251610696173535,0,2
52765,0,5,2,-0.34587261160176874,0.9899499543931768,0,2
55104,0,7,0,-0.34587261160176874,-0.47251610696173535,0,2
58071,1,0,1,-0.34587261160176874,-0.47251610696173535,0,2
58316,0,10,0,-0.34587261160176874,0.9899499543931768,0,2
62487,0,6,0,-0.34587261160176874,-0.47251610696173535,0,2
63165,1,4,0,-0.34587261160176874,-0.47251610696173535,0,2
65002,0,0,0,1.7108678929373127,-0.47251610696173535,0,1
70011,0,1,1,-0.34587261160176874,-0.47251610696173535,0,2
75255,1,2,0,-0.34587261160176874,0.9899499543931768,0,2
79403,1,7,2,-0.34587261160176874,-0.47251610696173535,0,3
85092,0,8,2,-0.34587261160176874,-0.47251610696173535,0,2
85144,1,1,0,-0.34587261160176874,-0.47251610696173535,0,2
85302,1,5,2,-0.34587261160176874,-0.47251610696173535,0,2
87431,1,4,2,-0.34587261160176874,-0.47251610696173535,0,3
94961,1,7,2,1.7108678929373127,-0.47251610696173535,0,2
95755,1,4,2,-0.34587261160176874,-0.47251610696173535,0,3
101116,0,0,2,-0.34587261160176874,-0.47251610696173535,0,2
107489,0,5,1,-0.34587261160176874,-0.47251610696173535,0,2
108872,1,5,1,-0.34587261160176874,-0.47251610696173535,0,2
109155,0,7,1,-0.34587261160176874,-0.47251610696173535,0,2
111512,1,10,0,-0.34587261160176874,-0.47251610696173535,0,1
117818,0,5,0,-0.34587261160176874,-0.47251610696173535,0,2
119902,0,8,0,-0.34587261160176874,-0.47251610696173535,0,3
121349,0,8,0,1.7108678929373127,-0.47251610696173535,0,2
124064,0,4,0,-0.34587261160176874,0.9899499543931768,0,0
125018,1,7,1,-0.34587261160176874,-0.47251610696173535,0,2
129955,1,7,0,1.7108678929373127,-0.47251610696173535,0,3
130034,0,0,0,-0.34587261160176874,-0.47251610696173535,0,2
130547,0,7,0,-0.34587261160176874,-0.47251610696173535,0,2
130636,1,4,0,-0.34587261160176874,-0.47251610696173535,0,2
131390,1,0,0,-0.34587261160176874,-0.47251610696173535,0,2
133816,0,7,0,-0.34587261160176874,-0.47251610696173535,0,2
133922,1,3,2,-0.34587261160176874,-0.47251610696173535,0,2
