"id_student ","gender ","region ","entrance_result ","num_of_prev_attempts ","studied_credits ","disability ","final_result"
"441888","M ","Sidamo Region ","A Level or Equivalent","0","120","N ","Pass"
"442442","M ","South West Region ","HE Qualification ","0","120","N ","Withdrawn"
"444677","M ","Sidamo Region ","HE Qualification ","0","60","N ","Distinction"
"470588","M ","Oromia Region ","HE Qualification ","0","60","N ","Withdrawn"
"489455","F ","South West Region ","A Level or Equivalent","0","60","N ","Pass"
"494424","F ","North Region ","A Level or Equivalent","0","60","N ","Fail"
"495284","M ","Oromia Region ","HE Qualification ","0","120","N ","Pass"
"498857","M ","Amhara Region ","HE Qualification ","0","60","N ","Pass"
"508818","M ","Sidamo Region ","A Level or Equivalent","0","120","N ","Pass"
"512460","M ","Oromia Region ","HE Qualification ","0","120","N ","Pass"
"544103","M ","Amhara Region ","HE Qualification ","0","120","N ","Pass"
"550383","M ","Oromia Region ","HE Qualification ","0","60","N ","Pass"
"564450","M ","South Region ","HE Qualification ","0","120","N ","Fail"
"568601","F ","Afar Region","HE Qualification ","0","60","N ","Withdrawn"
"572652","M ","South Region ","HE Qualification ","0","120","N ","Pass"
"580389","M ","South Western Region ","HE Qualification ","0","120","N ","Pass"
"581129","M ","Addis Ababa ","A Level or Equivalent","0","120","N ","Fail"
"588775","M ","South West Region ","A Level or Equivalent","0","120","N ","Pass"
"591774","M ","South Region ","Post Graduate Qualification ","0","60","N ","Pass"
"603861","M ","North Region ","HE Qualification ","0","60","N ","Withdrawn"
"606143","M ","Afar Region","Post Graduate Qualification ","0","60","N ","Fail"
"704156","M ","South Region ","HE Qualification ","0","120","N ","Pass"
"705379","M ","South Region ","A Level or Equivalent","0","120","N ","Distinction"
"721259","F ","South Region ","Lower Than A Level ","0","120","N ","Withdrawn"
"749412","M ","South Region ","Lower Than A Level ","0","60","N ","Pass"
"760729","M ","South Region ","A Level or Equivalent","0","60","N ","Distinction"
"905042","F ","Addis Ababa ","A Level or Equivalent","0","60","N ","Pass"
"949618","F ","South West Region ","A Level or Equivalent","0","60","N ","Pass"
"958987","M ","Amhara Region ","HE Qualification ","0","60","N ","Pass"
"968578","F ","Addis Ababa ","A Level or Equivalent","0","60","N ","Pass"
"","","","","","","",""
"969076","M ","South West Region ","A Level or Equivalent","0","180","N ","Withdrawn"
"971027","F ","South Region ","HE Qualification ","0","60","N ","Pass"
"978739","M ","South Region ","HE Qualification ","0","60","N ","Pass"
"1035023","F ","Sidamo Region ","Lower Than A Level ","0","60","N ","Pass"
"1105478","M ","Afar Region","HE Qualification ","0","60","N ","Pass"
"1352868","M ","Sidamo Region ","A Level or Equivalent","0","60","N ","Withdrawn"
"1401935","M ","South Region ","A Level or Equivalent","0","60","N ","Fail"
"1402638","F ","Somalia Region ","HE Qualification ","0","60","N ","Pass"
"1414443","F ","Sidamo Region ","A Level or Equivalent","0","120","N ","Fail"
"1456619","M ","South West Region ","A Level or Equivalent","0","60","N ","Withdrawn"
"1465690","M ","South Region ","HE Qualification ","0","120","N ","Pass"
"1472925","F ","Addis Ababa ","Lower Than A Level ","0","60","Y ","Fail"
"1488959","M ","Sidamo Region ","A Level or Equivalent","0","60","N ","Pass"
"1518989","F ","Oromia Region ","Lower Than A Level ","0","60","N ","Pass"
"1618738","M ","Sidamo Region ","Lower Than A Level ","0","60","N ","Pass"
"1620151","M ","South Region ","HE Qualification ","0","60","N ","Fail"
"1626710","M ","Amhara Region ","A Level or Equivalent","0","60","N ","Distinction"
"1640609","M ","South Region ","A Level or Equivalent","0","60","N ","Pass"
"1686521","F ","Amhara Region ","Lower Than A Level ","0","60","N ","Withdrawn"
"1729319","F ","Afar Region","HE Qualification ","0","60","N ","Pass"
"1746134","M ","Addis Ababa ","A Level or Equivalent","0","60","N ","Pass"
"1758449","M ","South Region ","Lower Than A Level ","0","75","N ","Withdrawn"
"1763015","F ","Afar Region","A Level or Equivalent","0","60","N ","Withdrawn"
"1765788","M ","Oromia Region ","HE Qualification ","0","60","N ","Pass"
"1801229","M ","South Western Region ","HE Qualification ","0","60","N ","Pass"
"1801641","M ","Afar Region","A Level or Equivalent","0","60","N ","Pass"
"1847830","M ","South West Region ","Lower Than A Level ","0","60","N ","Pass"
"1860318","M ","South West Region ","Lower Than A Level ","0","300","Y ","Pass"
"1889511","M ","Sidamo Region ","A Level or Equivalent","0","60","N ","Pass"
"1889577","F ","South Region ","A Level or Equivalent","0","60","Y ","Pass"
"1894188","F ","Somalia Region ","A Level or Equivalent","0","60","N ","Pass"
"1938355","M ","South Region ","A Level or Equivalent","0","60","N ","Pass"
"1942396","F ","Addis Ababa ","Lower Than A Level ","0","120","Y ","Pass"
"1970390","M ","South Region ","Lower Than A Level ","0","60","N ","Withdrawn"
"1976139","M ","South Western Region ","Lower Than A Level ","0","120","N ","Pass"
"2011876","F ","Addis Ababa ","A Level or Equivalent","0","60","Y ","Pass"
"2012966","M ","Amhara Region ","Lower Than A Level ","0","60","N ","Pass"
"2051699","F ","South West Region ","Lower Than A Level ","0","60","N ","Pass"
"2062879","F ","Addis Ababa ","A Level or Equivalent","0","60","N ","Fail"
"2065691","M ","Sidamo Region ","A Level or Equivalent","0","330","Y ","Withdrawn"
"2073016","F ","Sidamo Region ","Lower Than A Level ","0","60","N ","Withdrawn"
"2080474","F ","South Region ","A Level or Equivalent","0","60","N ","Pass"
"2083877","F ","South Region ","A Level or Equivalent","0","120","N ","Pass"
"2084066","F ","South West Region ","Lower Than A Level ","0","60","N ","Fail"
"2104505","M ","South Region ","Lower Than A Level ","0","60","N ","Pass"
"2122180","F ","Amhara Region ","Lower Than A Level ","0","60","N ","Distinction"
"2139353","M ","Sidamo Region ","A Level or Equivalent","0","120","N ","Withdrawn"
"","","","","","","",""
"2143752","F ","South Region ","Lower Than A Level ","0","60","N ","Pass"
"2146792","M ","Amhara Region ","HE Qualification ","0","60","N ","Pass"
"2149225","M ","Afar Region","A Level or Equivalent","0","60","Y ","Withdrawn"
"2153153","F ","Sidamo Region ","A Level or Equivalent","0","60","N ","Pass"
"2155014","F ","South Region ","Lower Than A Level ","0","60","Y ","Pass"
"2164705","F ","Amhara Region ","A Level or Equivalent","0","120","N ","Fail"
"2171627","F ","Sidamo Region ","A Level or Equivalent","0","60","N ","Pass"
"2182846","F ","Sidamo Region ","A Level or Equivalent","0","60","N ","Pass"
"2194100","F ","Addis Ababa ","A Level or Equivalent","0","60","N ","Pass"
"2197016","F ","Amhara Region ","HE Qualification ","0","60","N ","Pass"
"2208424","M ","Afar Region","A Level or Equivalent","0","60","N ","Pass"
"2229865","F ","South Region ","A Level or Equivalent","0","60","N ","Pass"
"2255601","F ","South Region ","A Level or Equivalent","0","120","N ","Withdrawn"
"2268379","F ","Somalia Region ","A Level or Equivalent","0","60","N ","Pass"
"2278464","M ","South Region ","Lower Than A Level ","0","60","N ","Pass"
"2293923","M ","South Region ","A Level or Equivalent","0","150","N ","Pass"
"2312620","F ","Somalia Region ","HE Qualification ","0","60","N ","Withdrawn"
"2318055","M ","Tigrai Region ","A Level or Equivalent","0","60","N ","Withdrawn"
"2324976","F ","Afar Region","HE Qualification ","0","60","N ","Withdrawn"
"2329342","F ","Addis Ababa ","Lower Than A Level ","0","120","N ","Pass"
"2339528","F ","Sidamo Region ","Lower Than A Level ","0","60","N ","Distinction"
"2342426","M ","Sidamo Region ","Lower Than A Level ","0","60","N ","Fail"
"2344901","F ","Sidamo Region ","A Level or Equivalent","0","60","N ","Fail"
"2358056","F ","North Region ","HE Qualification ","0","60","N ","Fail"
"2358969","F ","Addis Ababa ","A Level or Equivalent","0","180","N ","Withdrawn"
"2364471","F ","Afar Region","HE Qualification ","0","60","Y ","Pass"
"2365101","M ","Oromia Region ","HE Qualification ","0","300","N ","Withdrawn"
"2367155","F ","Addis Ababa ","A Level or Equivalent","0","120","N ","Pass"
"2369266","F ","Sidamo Region ","Lower Than A Level ","0","60","N ","Pass"
"2376496","F ","Somalia Region ","A Level or Equivalent","0","120","N ","Pass"
"2391984","M ","South Region ","A Level or Equivalent","0","60","N ","Withdrawn"
"2411661","F ","South Region ","A Level or Equivalent","0","120","N ","Fail"
"2411778","M ","Afar Region","HE Qualification ","0","120","N ","Withdrawn"
"2412002","M ","South West Region ","Lower Than A Level ","0","90","N ","Distinction"
"2412967","F ","South Region ","A Level or Equivalent","0","60","N ","Pass"
"2429854","M ","Sidamo Region ","A Level or Equivalent","0","120","Y ","Withdrawn"
"2437837","F ","North Region ","A Level or Equivalent","0","60","N ","Pass"
"2449878","F ","Somalia Region ","A Level or Equivalent","0","60","N ","Pass"
"2456480","M ","Afar Region","Lower Than A Level ","0","120","N ","Fail"
"2457256","M ","South Region ","Lower Than A Level ","0","180","N ","Pass"
"2458355","M ","Sidamo Region ","Lower Than A Level ","0","60","N ","Pass"
"2460080","M ","Afar Region","HE Qualification ","0","60","N ","Pass"
"2461190","M ","South Region ","HE Qualification ","0","60","N ","Fail"
"2469673","F ","Sidamo Region ","Lower Than A Level ","0","60","N ","Fail"
"2470694","F ","Afar Region","HE Qualification ","0","60","N ","Withdrawn"
"2479954","M ","Amhara Region ","A Level or Equivalent","0","60","N ","Pass"
"2481901","M ","Tigrai Region ","Lower Than A Level ","0","60","N ","Pass"
"","","","","","","",""
"2482700","M ","South Region ","Lower Than A Level ","0","120","N ","Pass"
"2486127","F ","Addis Ababa ","HE Qualification ","0","120","N ","Pass"
"2498700","F ","Amhara Region ","Lower Than A Level ","0","240","N ","Pass"
"2516503","M ","Oromia Region ","HE Qualification ","0","60","N ","Pass"
"2518069","M ","Somalia Region ","A Level or Equivalent","0","60","N ","Pass"
"2521459","F ","Sidamo Region ","Lower Than A Level ","0","60","N ","Pass"
"2523736","M ","Amhara Region ","A Level or Equivalent","0","120","N ","Pass"
"2529279","F ","Amhara Region ","HE Qualification ","0","60","N ","Pass"
"2532302","F ","Addis Ababa ","A Level or Equivalent","0","60","N ","Pass"
"2536991","M ","South Region ","HE Qualification ","0","60","N ","Distinction"
"2542724","F ","South Region ","Lower Than A Level ","0","60","N ","Withdrawn"
"2550279","F ","North Region ","HE Qualification ","0","60","N ","Pass"
"2551220","F ","South Region ","Lower Than A Level ","0","60","N ","Pass"
"2552472","F ","South Region ","HE Qualification ","0","120","N ","Withdrawn"
"2555340","F ","South Region ","HE Qualification ","0","60","N ","Pass"
"2557283","M ","Sidamo Region ","HE Qualification ","0","60","N ","Pass"
"2559575","M ","South West Region ","Lower Than A Level ","0","60","N ","Pass"
"2562034","M ","Addis Ababa ","A Level or Equivalent","0","60","N ","Pass"
"2566163","F ","South Region ","A Level or Equivalent","0","60","N ","Pass"
"2566592","F ","South Region ","A Level or Equivalent","0","60","N ","Pass"
"2569324","M ","South Region ","A Level or Equivalent","0","120","N ","Withdrawn"
"2574528","M ","South Western Region ","HE Qualification ","0","60","N ","Pass"
"2574583","M ","Sidamo Region ","Lower Than A Level ","0","60","N ","Pass"
"2576122","M ","Amhara Region ","A Level or Equivalent","0","60","N ","Withdrawn"
"2578995","F ","South Region ","A Level or Equivalent","0","60","Y ","Pass"
"2586560","F ","Addis Ababa ","Lower Than A Level ","0","60","N ","Pass"
"2594139","F ","South West Region ","A Level or Equivalent","0","60","N ","Pass"
"2598871","F ","Addis Ababa ","A Level or Equivalent","0","60","N ","Pass"
"2599352","F ","Afar Region","A Level or Equivalent","0","120","N ","Pass"
"2600688","M ","South Region ","A Level or Equivalent","0","60","N ","Pass"
"2606098","F ","Somalia Region ","A Level or Equivalent","0","60","N ","Pass"
"2613116","F ","Sidamo Region ","Lower Than A Level ","0","60","N ","Pass"
"2617002","F ","Sidamo Region ","A Level or Equivalent","0","60","N ","Pass"
"2620584","M ","South Region ","A Level or Equivalent","0","60","Y ","Fail"
"2639449","M ","Somalia Region ","A Level or Equivalent","0","120","N ","Pass"
"2639540","F ","Amhara Region ","A Level or Equivalent","0","60","N ","Pass"
"2639641","M ","Oromia Region ","Lower Than A Level ","0","120","N ","Pass"
"2641155","M ","Somalia Region ","Lower Than A Level ","0","60","N ","Pass"
"2643002","F ","South West Region ","A Level or Equivalent","0","60","N ","Pass"
"2645733","F ","South West Region ","A Level or Equivalent","0","180","N ","Pass"
"2649826","M ","Addis Ababa ","Lower Than A Level ","0","60","N ","Distinction"
"2650282","M ","Sidamo Region ","A Level or Equivalent","0","60","N ","Pass"
"2664024","M ","Oromia Region ","HE Qualification ","0","60","N ","Pass"
"2666246","M ","Amhara Region ","A Level or Equivalent","0","60","N ","Pass"
"2669816","M ","Sidamo Region ","A Level or Equivalent","0","60","N ","Fail"
"2671132","M ","Sidamo Region ","HE Qualification ","0","60","N ","Pass"
"2676809","F ","North Region ","HE Qualification ","0","150","N ","Fail"
"","","","","","","",""
"2678643","F ","South Region ","A Level or Equivalent","0","60","N ","Pass"
