id_student,gender,region,entrance_result,num_of_prev_attempts,studied_credits,disability,final_result,cluster,cluster_label
186149.0,M,Afar Region,HE Qualification,0.0,60.0,N,Pass,1,B
187100.0,M,Oromia Region,A Level or Equivalent,0.0,60.0,N,Distinction,1,B
188278.0,M,Sidamo Region,A Level or Equivalent,0.0,120.0,N,Withdrawn,1,B
189879.0,M,Afar Region,A Level or Equivalent,0.0,120.0,N,Pass,1,B
192183.0,F,South West Region,Lower Than A Level,0.0,60.0,N,Pass,2,C
195262.0,M,Sidamo Region,A Level or Equivalent,0.0,60.0,N,Withdrawn,1,B
200860.0,M,Sidamo Region,Lower Than A Level,0.0,60.0,N,Pass,1,B
202635.0,F,Tigrai Region,A Level or Equivalent,0.0,60.0,N,Withdrawn,2,C
205350.0,M,South West Region,HE Qualification,0.0,60.0,N,Pass,1,B
205719.0,M,Addis Ababa,A Level or Equivalent,0.0,90.0,Y,Fail,1,B
227499.0,F,Sidamo Region,A Level or Equivalent,0.0,60.0,N,Distinction,2,C
227517.0,M,South Western Region,HE Qualification,0.0,180.0,N,Fail,1,B
228082.0,M,Sidamo Region,HE Qualification,0.0,60.0,N,Pass,1,B
228222.0,M,Somalia Region,Lower Than A Level,0.0,60.0,N,Pass,1,B
229179.0,M,South Region,A Level or Equivalent,0.0,60.0,N,Pass,1,B
229361.0,M,Somalia Region,A Level or Equivalent,0.0,60.0,N,Pass,1,B
231554.0,M,Sidamo Region,A Level or Equivalent,0.0,240.0,N,Pass,1,B
235507.0,M,Sidamo Region,A Level or Equivalent,0.0,240.0,N,Withdrawn,1,B
236284.0,M,Afar Region,Post Graduate Qualification,0.0,60.0,N,Pass,1,B
238007.0,M,South Region,HE Qualification,0.0,60.0,N,Pass,1,B
240712.0,M,Sidamo Region,HE Qualification,0.0,80.0,N,Pass,1,B
240884.0,M,South Region,A Level or Equivalent,0.0,120.0,N,Pass,1,B
241649.0,M,Addis Ababa,HE Qualification,0.0,60.0,N,Pass,1,B
241729.0,F,Somalia Region,HE Qualification,0.0,60.0,N,Fail,2,C
242793.0,M,Sidamo Region,HE Qualification,0.0,60.0,N,Pass,1,B
246834.0,M,South West Region,A Level or Equivalent,0.0,60.0,N,Pass,1,B
248270.0,M,Amhara Region,Lower Than A Level,0.0,90.0,N,Pass,1,B
255548.0,M,Tigrai Region,Lower Than A Level,0.0,60.0,N,Pass,1,B
256815.0,M,Amhara Region,HE Qualification,0.0,120.0,N,Pass,1,B
258392.0,F,South Region,Lower Than A Level,0.0,60.0,N,Pass,2,C
258894.0,F,Addis Ababa,Lower Than A Level,0.0,60.0,N,Pass,2,C
260355.0,F,Sidamo Region,A Level or Equivalent,0.0,60.0,N,Withdrawn,2,C
262011.0,M,Somalia Region,A Level or Equivalent,0.0,60.0,N,Pass,1,B
262934.0,F,Amhara Region,A Level or Equivalent,0.0,60.0,N,Pass,2,C
268073.0,M,Addis Ababa,A Level or Equivalent,0.0,90.0,N,Fail,1,B
268733.0,M,Addis Ababa,A Level or Equivalent,0.0,180.0,N,Withdrawn,1,B
271251.0,M,Afar Region,A Level or Equivalent,0.0,60.0,N,Pass,1,B
277880.0,F,Oromia Region,A Level or Equivalent,0.0,60.0,N,Withdrawn,2,C
279572.0,M,Sidamo Region,Lower Than A Level,0.0,60.0,N,Distinction,1,B
281022.0,F,Afar Region,A Level or Equivalent,0.0,150.0,N,Pass,2,C
281250.0,M,Tigrai Region,Lower Than A Level,0.0,60.0,N,Fail,1,B
281589.0,M,Amhara Region,HE Qualification,0.0,60.0,N,Fail,1,B
282821.0,M,South West Region,A Level or Equivalent,0.0,60.0,N,Pass,1,B
286488.0,M,Oromia Region,A Level or Equivalent,0.0,60.0,N,Pass,1,B
287548.0,M,Addis Ababa,A Level or Equivalent,0.0,120.0,N,Pass,1,B
290201.0,M,Tigrai Region,A Level or Equivalent,0.0,60.0,N,Pass,1,B
290757.0,M,Amhara Region,A Level or Equivalent,0.0,60.0,N,Pass,1,B
291334.0,M,Oromia Region,A Level or Equivalent,0.0,60.0,N,Distinction,1,B
292923.0,F,Oromia Region,A Level or Equivalent,0.0,180.0,N,Withdrawn,2,C
293699.0,M,Somalia Region,A Level or Equivalent,0.0,120.0,N,Pass,1,B
294570.0,M,Oromia Region,HE Qualification,0.0,60.0,N,Pass,1,B
294594.0,M,Oromia Region,A Level or Equivalent,0.0,60.0,N,Pass,1,B
295741.0,M,Oromia Region,A Level or Equivalent,0.0,240.0,N,Fail,1,B
296332.0,M,South Region,Post Graduate Qualification,0.0,60.0,N,Distinction,1,B
298696.0,F,Oromia Region,HE Qualification,0.0,60.0,N,Pass,2,C
300398.0,M,South Region,A Level or Equivalent,0.0,60.0,N,Pass,1,B
302302.0,F,Addis Ababa,A Level or Equivalent,0.0,60.0,N,Fail,2,C
305152.0,M,Amhara Region,A Level or Equivalent,0.0,60.0,N,Fail,1,B
305386.0,M,South Region,A Level or Equivalent,0.0,120.0,Y,Pass,1,B
305539.0,F,Tigrai Region,Lower Than A Level,0.0,120.0,N,Withdrawn,2,C
306107.0,M,South Region,A Level or Equivalent,0.0,120.0,N,Pass,1,B
306466.0,M,Addis Ababa,A Level or Equivalent,0.0,60.0,N,Pass,1,B
306897.0,F,Sidamo Region,A Level or Equivalent,0.0,60.0,N,Pass,2,C
307061.0,F,Somalia Region,HE Qualification,0.0,60.0,N,Pass,2,C
307866.0,M,South Region,A Level or Equivalent,0.0,60.0,N,Pass,1,B
311917.0,M,South West Region,A Level or Equivalent,0.0,120.0,N,Pass,1,B
312537.0,M,South Region,Post Graduate Qualification,0.0,60.0,N,Distinction,1,B
312782.0,M,South Region,A Level or Equivalent,0.0,60.0,N,Pass,1,B
318933.0,F,Addis Ababa,HE Qualification,0.0,120.0,N,Pass,2,C
319047.0,F,Somalia Region,A Level or Equivalent,0.0,60.0,N,Pass,2,C
321942.0,M,South Region,HE Qualification,0.0,60.0,N,Pass,1,B
324002.0,M,Addis Ababa,HE Qualification,0.0,60.0,N,Pass,1,B
324084.0,F,South West Region,A Level or Equivalent,0.0,60.0,N,Pass,2,C
324282.0,M,Oromia Region,A Level or Equivalent,0.0,120.0,N,Pass,1,B
331358.0,F,South Region,HE Qualification,0.0,60.0,N,Withdrawn,2,C
332789.0,F,Addis Ababa,A Level or Equivalent,0.0,60.0,N,Pass,2,C
333059.0,M,Afar Region,A Level or Equivalent,0.0,120.0,N,Pass,1,B
333323.0,M,Afar Region,HE Qualification,0.0,60.0,N,Pass,1,B
334259.0,F,Sidamo Region,A Level or Equivalent,0.0,150.0,N,Fail,2,C
334333.0,F,South West Region,A Level or Equivalent,0.0,240.0,Y,Withdrawn,2,C
335764.0,F,Oromia Region,A Level or Equivalent,0.0,60.0,N,Withdrawn,2,C
336207.0,M,Addis Ababa,A Level or Equivalent,0.0,120.0,N,Pass,1,B
339972.0,M,North Region,A Level or Equivalent,0.0,60.0,N,Pass,1,B
341872.0,M,Addis Ababa,Lower Than A Level,0.0,180.0,N,Fail,1,B
342007.0,F,South Region,HE Qualification,0.0,60.0,N,Withdrawn,2,C
342514.0,M,Afar Region,Lower Than A Level,0.0,60.0,N,Pass,1,B
342972.0,M,Sidamo Region,HE Qualification,0.0,60.0,N,Pass,1,B
343446.0,M,South Western Region,HE Qualification,0.0,120.0,N,Pass,1,B
344282.0,M,Sidamo Region,A Level or Equivalent,0.0,60.0,N,Fail,1,B
345068.0,M,Addis Ababa,A Level or Equivalent,0.0,180.0,Y,Pass,1,B
345357.0,M,Sidamo Region,A Level or Equivalent,0.0,60.0,N,Distinction,1,B
346025.0,M,Addis Ababa,A Level or Equivalent,0.0,120.0,N,Pass,1,B
346843.0,F,Afar Region,HE Qualification,0.0,120.0,N,Fail,2,C
350188.0,M,Amhara Region,HE Qualification,0.0,60.0,N,Pass,1,B
354858.0,M,South Region,HE Qualification,0.0,120.0,N,Withdrawn,1,B
357668.0,M,Sidamo Region,A Level or Equivalent,0.0,60.0,N,Fail,1,B
364177.0,M,Addis Ababa,Lower Than A Level,0.0,60.0,N,Fail,1,B
365244.0,F,Sidamo Region,A Level or Equivalent,0.0,120.0,N,Pass,2,C
365642.0,M,Addis Ababa,Lower Than A Level,0.0,60.0,N,Pass,1,B
366483.0,M,South West Region,HE Qualification,0.0,60.0,N,Pass,1,B
368194.0,F,South West Region,A Level or Equivalent,0.0,120.0,Y,Pass,2,C
368824.0,M,Tigrai Region,HE Qualification,0.0,120.0,N,Fail,1,B
368963.0,M,Sidamo Region,Lower Than A Level,0.0,180.0,N,Pass,1,B
376439.0,M,North Region,HE Qualification,0.0,60.0,N,Distinction,1,B
376581.0,F,South Region,A Level or Equivalent,0.0,60.0,N,Pass,2,C
380953.0,M,Somalia Region,A Level or Equivalent,0.0,60.0,N,Pass,1,B
383254.0,M,Sidamo Region,A Level or Equivalent,0.0,120.0,N,Pass,1,B
386924.0,M,South Western Region,Lower Than A Level,0.0,120.0,N,Pass,1,B
386952.0,M,Sidamo Region,A Level or Equivalent,0.0,120.0,N,Pass,1,B
388722.0,F,Sidamo Region,Lower Than A Level,0.0,60.0,N,Pass,2,C
388885.0,M,South West Region,A Level or Equivalent,0.0,60.0,N,Pass,1,B
390890.0,M,Afar Region,A Level or Equivalent,0.0,90.0,N,Withdrawn,1,B
392756.0,M,South Region,A Level or Equivalent,0.0,120.0,N,Fail,1,B
392931.0,F,Amhara Region,A Level or Equivalent,0.0,120.0,N,Pass,2,C
393207.0,M,Amhara Region,A Level or Equivalent,0.0,60.0,N,Pass,1,B
396872.0,M,Sidamo Region,HE Qualification,0.0,180.0,N,Pass,1,B
398552.0,M,Sidamo Region,Lower Than A Level,0.0,240.0,N,Fail,1,B
401869.0,F,Oromia Region,Lower Than A Level,0.0,60.0,N,Pass,2,C
402470.0,M,South West Region,Lower Than A Level,0.0,60.0,N,Pass,1,B
404804.0,M,Tigrai Region,Lower Than A Level,0.0,120.0,N,Pass,1,B
405088.0,M,North Region,A Level or Equivalent,0.0,120.0,N,Pass,1,B
405961.0,M,Afar Region,A Level or Equivalent,0.0,240.0,Y,Withdrawn,1,B
414117.0,M,Sidamo Region,A Level or Equivalent,0.0,120.0,N,Pass,1,B
415969.0,M,South Region,HE Qualification,0.0,90.0,N,Withdrawn,1,B
420087.0,M,Afar Region,A Level or Equivalent,0.0,60.0,Y,Fail,1,B
429958.0,F,Amhara Region,A Level or Equivalent,0.0,60.0,N,Pass,2,C
441018.0,F,Oromia Region,A Level or Equivalent,0.0,150.0,N,Pass,2,C
441888.0,M,Sidamo Region,A Level or Equivalent,0.0,120.0,N,Pass,1,B
442442.0,M,South West Region,HE Qualification,0.0,120.0,N,Withdrawn,1,B
444677.0,M,Sidamo Region,HE Qualification,0.0,60.0,N,Distinction,1,B
470588.0,M,Oromia Region,HE Qualification,0.0,60.0,N,Withdrawn,1,B
489455.0,F,South West Region,A Level or Equivalent,0.0,60.0,N,Pass,2,C
494424.0,F,North Region,A Level or Equivalent,0.0,60.0,N,Fail,2,C
495284.0,M,Oromia Region,HE Qualification,0.0,120.0,N,Pass,1,B
498857.0,M,Amhara Region,HE Qualification,0.0,60.0,N,Pass,1,B
508818.0,M,Sidamo Region,A Level or Equivalent,0.0,120.0,N,Pass,1,B
512460.0,M,Oromia Region,HE Qualification,0.0,120.0,N,Pass,1,B
544103.0,M,Amhara Region,HE Qualification,0.0,120.0,N,Pass,1,B
550383.0,M,Oromia Region,HE Qualification,0.0,60.0,N,Pass,1,B
564450.0,M,South Region,HE Qualification,0.0,120.0,N,Fail,1,B
568601.0,F,Afar Region,HE Qualification,0.0,60.0,N,Withdrawn,2,C
572652.0,M,South Region,HE Qualification,0.0,120.0,N,Pass,1,B
580389.0,M,South Western Region,HE Qualification,0.0,120.0,N,Pass,1,B
581129.0,M,Addis Ababa,A Level or Equivalent,0.0,120.0,N,Fail,1,B
588775.0,M,South West Region,A Level or Equivalent,0.0,120.0,N,Pass,1,B
591774.0,M,South Region,Post Graduate Qualification,0.0,60.0,N,Pass,1,B
603861.0,M,North Region,HE Qualification,0.0,60.0,N,Withdrawn,1,B
606143.0,M,Afar Region,Post Graduate Qualification,0.0,60.0,N,Fail,1,B
704156.0,M,South Region,HE Qualification,0.0,120.0,N,Pass,1,B
705379.0,M,South Region,A Level or Equivalent,0.0,120.0,N,Distinction,1,B
721259.0,F,South Region,Lower Than A Level,0.0,120.0,N,Withdrawn,2,C
749412.0,M,South Region,Lower Than A Level,0.0,60.0,N,Pass,1,B
760729.0,M,South Region,A Level or Equivalent,0.0,60.0,N,Distinction,1,B
905042.0,F,Addis Ababa,A Level or Equivalent,0.0,60.0,N,Pass,2,C
949618.0,F,South West Region,A Level or Equivalent,0.0,60.0,N,Pass,2,C
958987.0,M,Amhara Region,HE Qualification,0.0,60.0,N,Pass,1,B
968578.0,F,Addis Ababa,A Level or Equivalent,0.0,60.0,N,Pass,2,C
969076.0,M,South West Region,A Level or Equivalent,0.0,180.0,N,Withdrawn,1,B
971027.0,F,South Region,HE Qualification,0.0,60.0,N,Pass,2,C
978739.0,M,South Region,HE Qualification,0.0,60.0,N,Pass,1,B
1035023.0,F,Sidamo Region,Lower Than A Level,0.0,60.0,N,Pass,2,C
1105478.0,M,Afar Region,HE Qualification,0.0,60.0,N,Pass,1,B
1352868.0,M,Sidamo Region,A Level or Equivalent,0.0,60.0,N,Withdrawn,1,B
1401935.0,M,South Region,A Level or Equivalent,0.0,60.0,N,Fail,1,B
1402638.0,F,Somalia Region,HE Qualification,0.0,60.0,N,Pass,2,C
1414443.0,F,Sidamo Region,A Level or Equivalent,0.0,120.0,N,Fail,2,C
1456619.0,M,South West Region,A Level or Equivalent,0.0,60.0,N,Withdrawn,1,B
1465690.0,M,South Region,HE Qualification,0.0,120.0,N,Pass,1,B
1472925.0,F,Addis Ababa,Lower Than A Level,0.0,60.0,Y,Fail,2,C
1488959.0,M,Sidamo Region,A Level or Equivalent,0.0,60.0,N,Pass,1,B
1518989.0,F,Oromia Region,Lower Than A Level,0.0,60.0,N,Pass,2,C
1618738.0,M,Sidamo Region,Lower Than A Level,0.0,60.0,N,Pass,1,B
1620151.0,M,South Region,HE Qualification,0.0,60.0,N,Fail,1,B
1626710.0,M,Amhara Region,A Level or Equivalent,0.0,60.0,N,Distinction,1,B
1640609.0,M,South Region,A Level or Equivalent,0.0,60.0,N,Pass,1,B
1686521.0,F,Amhara Region,Lower Than A Level,0.0,60.0,N,Withdrawn,2,C
1729319.0,F,Afar Region,HE Qualification,0.0,60.0,N,Pass,2,C
1746134.0,M,Addis Ababa,A Level or Equivalent,0.0,60.0,N,Pass,1,B
1758449.0,M,South Region,Lower Than A Level,0.0,75.0,N,Withdrawn,1,B
1763015.0,F,Afar Region,A Level or Equivalent,0.0,60.0,N,Withdrawn,2,C
1765788.0,M,Oromia Region,HE Qualification,0.0,60.0,N,Pass,1,B
1801229.0,M,South Western Region,HE Qualification,0.0,60.0,N,Pass,1,B
1801641.0,M,Afar Region,A Level or Equivalent,0.0,60.0,N,Pass,1,B
1847830.0,M,South West Region,Lower Than A Level,0.0,60.0,N,Pass,1,B
1860318.0,M,South West Region,Lower Than A Level,0.0,300.0,Y,Pass,1,B
1889511.0,M,Sidamo Region,A Level or Equivalent,0.0,60.0,N,Pass,1,B
1889577.0,F,South Region,A Level or Equivalent,0.0,60.0,Y,Pass,2,C
1894188.0,F,Somalia Region,A Level or Equivalent,0.0,60.0,N,Pass,2,C
1938355.0,M,South Region,A Level or Equivalent,0.0,60.0,N,Pass,1,B
1942396.0,F,Addis Ababa,Lower Than A Level,0.0,120.0,Y,Pass,2,C
1970390.0,M,South Region,Lower Than A Level,0.0,60.0,N,Withdrawn,1,B
1976139.0,M,South Western Region,Lower Than A Level,0.0,120.0,N,Pass,1,B
2011876.0,F,Addis Ababa,A Level or Equivalent,0.0,60.0,Y,Pass,2,C
2012966.0,M,Amhara Region,Lower Than A Level,0.0,60.0,N,Pass,1,B
2051699.0,F,South West Region,Lower Than A Level,0.0,60.0,N,Pass,2,C
2062879.0,F,Addis Ababa,A Level or Equivalent,0.0,60.0,N,Fail,2,C
2065691.0,M,Sidamo Region,A Level or Equivalent,0.0,330.0,Y,Withdrawn,0,A
2073016.0,F,Sidamo Region,Lower Than A Level,0.0,60.0,N,Withdrawn,2,C
2080474.0,F,South Region,A Level or Equivalent,0.0,60.0,N,Pass,2,C
2083877.0,F,South Region,A Level or Equivalent,0.0,120.0,N,Pass,2,C
2084066.0,F,South West Region,Lower Than A Level,0.0,60.0,N,Fail,2,C
2104505.0,M,South Region,Lower Than A Level,0.0,60.0,N,Pass,1,B
2122180.0,F,Amhara Region,Lower Than A Level,0.0,60.0,N,Distinction,2,C
2139353.0,M,Sidamo Region,A Level or Equivalent,0.0,120.0,N,Withdrawn,1,B
2143752.0,F,South Region,Lower Than A Level,0.0,60.0,N,Pass,2,C
2146792.0,M,Amhara Region,HE Qualification,0.0,60.0,N,Pass,1,B
2149225.0,M,Afar Region,A Level or Equivalent,0.0,60.0,Y,Withdrawn,1,B
2153153.0,F,Sidamo Region,A Level or Equivalent,0.0,60.0,N,Pass,2,C
2155014.0,F,South Region,Lower Than A Level,0.0,60.0,Y,Pass,2,C
2164705.0,F,Amhara Region,A Level or Equivalent,0.0,120.0,N,Fail,2,C
2171627.0,F,Sidamo Region,A Level or Equivalent,0.0,60.0,N,Pass,2,C
2182846.0,F,Sidamo Region,A Level or Equivalent,0.0,60.0,N,Pass,2,C
2194100.0,F,Addis Ababa,A Level or Equivalent,0.0,60.0,N,Pass,2,C
2197016.0,F,Amhara Region,HE Qualification,0.0,60.0,N,Pass,2,C
2208424.0,M,Afar Region,A Level or Equivalent,0.0,60.0,N,Pass,1,B
2229865.0,F,South Region,A Level or Equivalent,0.0,60.0,N,Pass,2,C
2255601.0,F,South Region,A Level or Equivalent,0.0,120.0,N,Withdrawn,2,C
2268379.0,F,Somalia Region,A Level or Equivalent,0.0,60.0,N,Pass,2,C
2278464.0,M,South Region,Lower Than A Level,0.0,60.0,N,Pass,1,B
2293923.0,M,South Region,A Level or Equivalent,0.0,150.0,N,Pass,1,B
2312620.0,F,Somalia Region,HE Qualification,0.0,60.0,N,Withdrawn,2,C
2318055.0,M,Tigrai Region,A Level or Equivalent,0.0,60.0,N,Withdrawn,1,B
2324976.0,F,Afar Region,HE Qualification,0.0,60.0,N,Withdrawn,2,C
2329342.0,F,Addis Ababa,Lower Than A Level,0.0,120.0,N,Pass,2,C
2339528.0,F,Sidamo Region,Lower Than A Level,0.0,60.0,N,Distinction,2,C
2342426.0,M,Sidamo Region,Lower Than A Level,0.0,60.0,N,Fail,1,B
2344901.0,F,Sidamo Region,A Level or Equivalent,0.0,60.0,N,Fail,2,C
2358056.0,F,North Region,HE Qualification,0.0,60.0,N,Fail,2,C
2358969.0,F,Addis Ababa,A Level or Equivalent,0.0,180.0,N,Withdrawn,2,C
2364471.0,F,Afar Region,HE Qualification,0.0,60.0,Y,Pass,2,C
2365101.0,M,Oromia Region,HE Qualification,0.0,300.0,N,Withdrawn,1,B
2367155.0,F,Addis Ababa,A Level or Equivalent,0.0,120.0,N,Pass,2,C
2369266.0,F,Sidamo Region,Lower Than A Level,0.0,60.0,N,Pass,2,C
2376496.0,F,Somalia Region,A Level or Equivalent,0.0,120.0,N,Pass,2,C
2391984.0,M,South Region,A Level or Equivalent,0.0,60.0,N,Withdrawn,1,B
2411661.0,F,South Region,A Level or Equivalent,0.0,120.0,N,Fail,2,C
2411778.0,M,Afar Region,HE Qualification,0.0,120.0,N,Withdrawn,1,B
2412002.0,M,South West Region,Lower Than A Level,0.0,90.0,N,Distinction,1,B
2412967.0,F,South Region,A Level or Equivalent,0.0,60.0,N,Pass,2,C
2429854.0,M,Sidamo Region,A Level or Equivalent,0.0,120.0,Y,Withdrawn,1,B
2437837.0,F,North Region,A Level or Equivalent,0.0,60.0,N,Pass,2,C
2449878.0,F,Somalia Region,A Level or Equivalent,0.0,60.0,N,Pass,2,C
2456480.0,M,Afar Region,Lower Than A Level,0.0,120.0,N,Fail,1,B
2457256.0,M,South Region,Lower Than A Level,0.0,180.0,N,Pass,1,B
2458355.0,M,Sidamo Region,Lower Than A Level,0.0,60.0,N,Pass,1,B
2460080.0,M,Afar Region,HE Qualification,0.0,60.0,N,Pass,1,B
2461190.0,M,South Region,HE Qualification,0.0,60.0,N,Fail,1,B
2469673.0,F,Sidamo Region,Lower Than A Level,0.0,60.0,N,Fail,2,C
2470694.0,F,Afar Region,HE Qualification,0.0,60.0,N,Withdrawn,2,C
2479954.0,M,Amhara Region,A Level or Equivalent,0.0,60.0,N,Pass,1,B
2481901.0,M,Tigrai Region,Lower Than A Level,0.0,60.0,N,Pass,1,B
2482700.0,M,South Region,Lower Than A Level,0.0,120.0,N,Pass,1,B
2486127.0,F,Addis Ababa,HE Qualification,0.0,120.0,N,Pass,2,C
2498700.0,F,Amhara Region,Lower Than A Level,0.0,240.0,N,Pass,2,C
2516503.0,M,Oromia Region,HE Qualification,0.0,60.0,N,Pass,1,B
2518069.0,M,Somalia Region,A Level or Equivalent,0.0,60.0,N,Pass,1,B
2521459.0,F,Sidamo Region,Lower Than A Level,0.0,60.0,N,Pass,2,C
2523736.0,M,Amhara Region,A Level or Equivalent,0.0,120.0,N,Pass,1,B
2529279.0,F,Amhara Region,HE Qualification,0.0,60.0,N,Pass,2,C
